SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.077246781,32,0,0.3684210529999999,4084.0,7,0,1,0,0.0
0,0.328303003,59,1,0.480057771,9000.0,9,0,2,0,0.0
0,0.572324438,50,0,1.052171197,3200.0,12,0,1,0,3.0
0,0.966275454,37,0,0.683523654,4290.0,8,0,1,0,2.0
0,0.0753270559999999,62,0,0.071378477,12832.0,7,0,1,0,0.0
0,0.0110736639999999,52,0,0.012372578,12850.0,4,0,0,0,3.0
0,0.369171682,82,0,0.048228914,26000.0,12,0,1,0,0.0
0,0.960431398,63,0,0.31506036,5052.0,3,0,1,0,1.0
0,0.1234713619999999,63,0,0.364188164,2635.0,6,0,1,0,1.0
0,0.127493625,64,0,0.09438021,14875.0,6,0,2,0,1.0
0,0.087910156,54,0,0.520623969,20000.0,8,0,3,0,2.0
0,0.083766009,53,0,0.34210815,9116.0,6,0,2,0,1.0
0,0.0,78,0,396.0,,3,0,0,0,
0,0.48092721,62,0,1.031724668,5200.0,14,0,3,0,1.0
0,0.009917446,64,0,0.447430975,5468.0,12,0,2,0,0.0
0,0.9999999,37,0,0.377631696,11256.0,11,0,2,0,1.0
0,0.078754404,30,0,2129.0,,6,0,2,0,0.0
0,0.135042385,71,0,0.017903057,10500.0,14,0,0,0,0.0
0,0.007999878,65,0,15.0,,13,0,0,0,0.0
0,0.099190841,57,0,0.604398743,3500.0,9,0,2,0,0.0
0,0.29739805,52,0,0.5797173729999999,6014.0,8,0,1,0,3.0
0,0.307191593,39,0,0.607185223,5900.0,5,0,2,0,0.0
0,0.044225262,39,0,1776.0,,4,0,2,0,0.0
0,0.125014705,66,2,0.404638145,2500.0,4,0,1,0,0.0
0,0.0041041709999999,55,1,1.0,0.0,5,0,0,1,0.0
0,0.013713796,47,0,0.401267976,6466.0,6,0,2,0,0.0
0,0.267352626,72,0,0.426685865,4166.0,10,0,2,0,0.0
0,0.163836164,53,1,0.092762895,2500.0,5,0,0,0,0.0
0,0.9999999,70,0,0.0,,1,0,0,0,
0,0.820545297,45,1,3799.0,,4,0,2,0,2.0
0,0.428382755,36,0,0.2706115,6573.0,12,0,1,0,0.0
0,0.0199992,52,0,0.1884528869999999,4000.0,6,0,1,0,1.0
0,0.089146989,45,1,0.25974805,5000.0,7,0,2,0,0.0
0,0.612030682,74,2,0.76967187,3138.0,10,1,2,0,0.0
0,0.0,48,0,0.05692407,10838.0,4,0,0,0,1.0
0,0.8017645440000001,35,1,0.430314406,2130.0,5,0,0,1,2.0
0,0.0,46,0,0.450288902,5018.0,9,0,1,0,0.0
0,0.0107511969999999,76,0,0.117910841,3790.0,17,0,0,0,0.0
0,0.901795412,47,1,0.52674524,3308.0,6,0,1,0,3.0
0,0.0,70,0,0.252527295,4945.0,9,0,1,0,0.0
0,0.001759965,46,0,0.2146882389999999,5500.0,5,0,1,0,2.0
0,0.390088472,39,0,0.3260364839999999,3014.0,6,0,0,0,0.0
0,0.007353556,80,0,0.29991431,3500.0,16,0,0,0,1.0
0,0.9999999,38,1,17.0,,1,0,0,0,0.0
0,0.0611735329999999,28,0,0.08997001,3000.0,3,0,0,0,0.0
0,0.39142696,58,2,0.384779992,7476.0,6,0,2,0,0.0
0,0.132820925,42,0,0.914452555,3424.0,16,0,2,0,1.0
0,0.8420789609999999,60,0,0.150494324,2730.0,10,0,0,0,1.0
1,0.954449046,55,5,773.0,,7,1,0,3,0.0
0,0.8046815209999999,43,0,0.533815481,10231.0,12,0,2,0,4.0
0,0.7515857029999999,56,0,1.4785775490000002,2333.0,8,0,2,0,0.0
0,0.28910532,55,0,0.939430965,5728.0,17,0,3,0,0.0
0,0.003157687,32,0,1.0,,1,0,0,0,0.0
0,0.601758577,36,0,2162.0,,10,0,1,0,2.0
0,0.6840209509999999,50,0,0.894878706,11500.0,21,0,3,0,0.0
1,0.81054584,57,2,1.141452126,3456.0,29,0,1,1,1.0
0,0.0,45,1,0.012529992,3750.0,8,0,0,0,3.0
0,0.0,53,0,0.460725507,3500.0,7,1,1,1,0.0
0,0.926059916,48,1,12546.0,,8,0,4,0,0.0
0,0.17988008,23,0,0.0031274429999999,2557.0,2,0,0,0,0.0
0,0.226957563,80,0,0.4375,4079.0,11,0,1,0,1.0
0,0.941447055,54,0,1.843949701,4850.0,15,0,4,0,1.0
0,0.023237542,58,0,0.812428571,6999.0,19,0,3,0,1.0
0,0.01718597,48,0,0.348886815,7500.0,8,0,3,0,2.0
0,0.506995336,29,0,0.5029988000000001,2500.0,6,0,1,1,0.0
0,0.1203557909999999,59,0,0.151986183,11000.0,10,0,2,0,0.0
0,0.247597087,56,0,0.702749471,5200.0,8,0,1,0,2.0
0,0.321934593,44,0,1383.0,,7,0,2,0,1.0
0,0.823059361,71,1,2061.0,,6,1,0,1,0.0
1,0.902797114,45,3,2788.0,,8,2,1,2,0.0
0,0.099482078,44,0,0.431368631,5004.0,7,0,1,0,3.0
0,0.418397882,58,0,0.414148447,7180.0,14,0,2,0,0.0
0,0.537344212,57,0,0.627822789,5800.0,19,0,1,0,0.0
0,0.002776037,55,0,0.37584925,7800.0,11,0,2,0,1.0
0,0.9999999,82,0,0.0,1400.0,0,0,0,0,0.0
1,0.9999999,71,1,0.313816494,2800.0,2,0,1,1,0.0
0,0.317047101,65,0,0.173402868,2300.0,14,0,0,0,0.0
0,0.1005782519999999,69,0,2209.0,,11,0,2,0,2.0
0,0.109278443,54,0,1370.0,,5,0,1,0,0.0
0,0.012951764,68,0,1968.0,,5,0,1,0,0.0
0,0.186223251,58,1,0.251769464,8900.0,11,0,1,0,3.0
0,0.2195401569999999,31,0,220.0,,4,0,0,0,0.0
0,0.386875937,48,0,0.119083018,20850.0,19,0,0,0,2.0
0,0.809765043,64,0,0.476433476,10777.0,11,0,1,0,0.0
0,0.126458612,60,0,263.0,,7,0,0,0,0.0
0,0.281812558,79,1,0.304637654,10500.0,16,0,2,0,1.0
0,0.0583091129999999,70,0,0.723310676,2500.0,12,0,2,0,0.0
0,0.075662361,63,0,0.315812527,6848.0,7,0,2,0,0.0
1,0.0876494019999999,27,0,0.009995457,2200.0,2,0,0,1,1.0
0,0.544761241,58,0,0.5921030620000001,5976.0,13,0,2,0,1.0
0,0.099272518,58,0,0.034020012,8494.0,3,0,0,0,3.0
0,0.201132761,65,0,0.2484177219999999,7583.0,9,0,2,0,0.0
0,0.0,48,0,0.31834083,2000.0,5,0,0,0,1.0
0,0.0,43,0,0.0,,2,0,0,0,0.0
0,0.963614554,46,0,0.224283305,3557.0,5,1,1,0,3.0
0,0.027130865,43,0,0.256738293,8050.0,6,0,1,0,1.0
0,0.081312065,65,1,315.0,,6,0,0,0,
0,0.19129696,70,0,0.213109877,10083.0,15,0,1,0,0.0
0,0.1031864,75,0,0.136302675,14166.0,5,0,2,0,0.0
0,0.9999999,50,0,0.914857386,2348.0,5,0,1,0,0.0
0,0.030586236,36,1,0.310935893,2916.0,5,0,0,0,2.0
0,0.041084962,64,0,0.264227981,12000.0,8,0,1,0,0.0
1,0.0,36,0,0.157678245,4375.0,7,0,0,0,2.0
0,0.0,48,0,4212.0,,6,0,3,0,0.0
0,0.375897212,62,0,0.29563096,9017.0,21,0,1,0,0.0
0,0.9999999,68,0,0.1967455619999999,1351.0,3,0,0,0,0.0
0,0.9999999,59,0,0.020359935,5500.0,1,0,0,0,1.0
0,0.096009775,53,0,0.545157068,4583.0,8,0,1,0,1.0
0,0.0,37,1,1898.0,,3,0,1,0,0.0
0,0.0282007339999999,56,0,0.084599116,5200.0,10,0,1,0,0.0
0,0.076703026,41,0,0.388436652,4790.0,14,0,2,0,0.0
0,0.227820379,77,0,0.5549159220000001,6600.0,24,0,2,0,0.0
0,0.0,53,0,0.0,3000.0,2,0,0,0,1.0
0,0.019391297,68,0,0.0645771409999999,3700.0,9,0,0,0,1.0
0,0.149113358,68,0,0.699205217,4906.0,8,0,2,0,0.0
0,0.726759759,55,0,0.65170345,9333.0,9,0,3,0,2.0
0,0.0998151569999999,57,0,0.232339826,4260.0,8,0,1,0,1.0
0,0.00077776,74,0,0.209539523,13333.0,6,0,3,0,0.0
0,0.51835032,73,0,0.685146095,9000.0,13,0,2,0,0.0
0,0.083984419,49,0,2461.0,,5,0,2,0,3.0
0,0.047286367,69,0,0.0129316089999999,7500.0,5,0,0,0,0.0
0,0.142122933,54,0,2859.0,,18,0,3,0,1.0
0,0.058416154,29,0,0.299711296,5541.0,10,0,0,0,0.0
0,0.006556256,88,0,6.0,,7,0,0,0,
0,0.0620815579999999,28,0,0.012387188,5650.0,6,0,0,0,0.0
0,0.9999999,27,0,0.014697237,1700.0,0,0,0,0,1.0
0,0.0,43,0,0.4373512229999999,4620.0,7,0,1,0,0.0
0,0.065421016,56,1,0.238432226,1836.0,9,0,0,0,0.0
0,0.901408451,27,0,0.15104398,2250.0,5,0,0,0,0.0
0,0.0720181429999999,50,0,1.434782609,2000.0,12,0,1,0,1.0
0,0.392192869,43,0,0.150205533,9000.0,8,0,0,0,2.0
0,0.507497501,68,0,0.012468828,3608.0,3,0,0,0,0.0
0,0.0,37,0,1.687366167,1400.0,8,0,2,0,0.0
1,0.9999999,60,1,0.540617473,4566.0,2,0,1,1,0.0
0,0.016118843,38,0,0.1247501,2500.0,12,0,0,0,1.0
0,0.593788744,63,0,3400.0,,13,0,2,0,1.0
0,0.9999999,64,0,423.0,,2,0,0,0,0.0
0,0.361682297,41,0,0.19675058,5600.0,9,0,0,0,2.0
0,0.811623025,33,1,0.439755691,1800.0,8,0,0,0,4.0
0,0.213456163,64,0,0.735554618,2370.0,9,0,2,0,0.0
0,0.002124734,73,0,3256.0,,9,0,1,0,
0,0.040253329,54,0,0.401668012,7433.0,12,0,1,0,2.0
0,0.443626281,53,0,0.253686578,4000.0,6,0,0,0,1.0
0,0.002012856,59,0,1164.0,,2,0,1,0,0.0
0,0.05575925,62,0,0.0148021189999999,6417.0,6,0,0,0,0.0
0,0.007749806,60,0,0.220213749,7578.0,8,0,1,0,0.0
0,0.696495633,46,0,0.276620563,6000.0,10,0,0,0,1.0
0,0.58069462,39,1,0.785196922,4417.0,8,0,2,0,0.0
0,0.120179936,52,1,0.427216786,9912.0,10,0,3,0,1.0
0,0.0225169579999999,67,0,1031.0,,5,0,1,0,0.0
0,0.0175948189999999,52,0,0.306472244,3908.0,7,0,1,0,1.0
0,0.9999999,65,1,0.061422414,5567.0,1,0,0,0,0.0
0,0.0,84,0,0.0,,1,0,0,0,0.0
0,0.465521089,47,0,4085.0,,8,0,1,0,0.0
0,0.8749125090000001,46,0,0.302199741,8500.0,4,0,1,0,0.0
0,0.037273952,63,0,0.953488372,1805.0,8,0,1,0,0.0
0,0.141762552,78,0,0.028257457,5732.0,5,0,0,0,0.0
0,0.017926392,62,0,0.005187456,4240.0,6,0,0,0,0.0
0,0.082238982,30,0,2065.0,,7,0,2,0,
0,0.07372713,53,0,0.139694329,7000.0,16,0,0,0,0.0
0,0.006145513,74,0,3.0,,2,0,0,0,
0,0.06781117,71,0,0.332303218,5500.0,19,0,2,0,1.0
1,0.887080965,45,0,0.482275525,4710.0,4,0,1,1,2.0
0,0.293687348,31,0,1268.0,,13,0,0,0,0.0
0,0.0301537139999999,58,0,0.003999,4000.0,6,0,0,0,0.0
0,0.4146188179999999,70,0,4681.0,,21,0,2,0,0.0
0,0.853239735,62,0,0.48771563,1912.0,4,0,0,0,0.0
0,0.004195682,45,1,0.478190226,8000.0,12,0,2,0,1.0
1,0.767840152,74,3,0.2964495,2900.0,4,1,0,1,0.0
1,0.041191762,31,0,0.261369315,2000.0,3,0,0,0,0.0
0,0.015200908,63,0,0.007998609,5750.0,3,0,0,0,0.0
0,0.006732763,76,0,613.0,,7,0,1,0,
0,0.8397926440000001,54,0,0.68240621,3091.0,9,0,1,0,1.0
0,0.11327535,54,0,695.0,,5,0,1,0,1.0
0,0.021418674,57,0,0.2814144389999999,4750.0,13,0,1,0,1.0
0,0.924271715,45,4,0.441760601,3725.0,7,2,0,0,2.0
0,0.028458411,54,0,0.21915701,9750.0,22,0,1,0,0.0
0,0.845719252,50,0,0.323338331,2000.0,6,0,0,0,1.0
0,0.9999999,29,0,0.080187299,6833.0,3,0,0,0,0.0
1,0.965034965,35,0,0.062791628,7500.0,2,0,1,1,2.0
0,0.124366408,53,0,2196.0,,11,0,3,0,4.0
0,0.033203829,71,0,0.318874019,6500.0,11,0,1,0,0.0
0,0.036422035,30,0,1756.0,1.0,10,0,2,0,0.0
0,0.9999999,82,0,278.0,,0,0,0,0,
0,0.760016551,48,2,0.917543584,6366.0,10,0,1,0,1.0
0,0.9999999,41,0,0.007664112,3000.0,0,0,0,0,0.0
0,0.147775796,33,0,430.0,,8,0,0,0,0.0
1,1.0085156,59,1,2.219737309,5633.0,23,0,4,0,0.0
0,0.0,68,0,0.634674923,1614.0,9,0,1,0,1.0
0,0.1197755559999999,31,0,0.041959578,4551.0,3,1,0,0,0.0
0,0.251354973,39,1,0.385015331,7500.0,7,0,1,0,1.0
0,0.078912031,50,1,0.596621408,6333.0,7,0,1,0,0.0
0,0.065464485,80,0,0.0068541719999999,8461.0,1,0,0,0,0.0
0,0.018856544,35,1,0.234095738,8000.0,11,0,0,0,0.0
0,0.5514406620000001,44,0,0.418147936,6975.0,14,0,2,0,1.0
0,0.153327953,61,0,3851.0,,6,0,2,0,1.0
0,0.020212314,55,0,0.302395774,5300.0,13,0,1,0,0.0
0,0.239551535,51,0,0.357444651,5916.0,10,0,1,0,1.0
1,0.9999999,34,0,0.254256527,6166.0,5,1,1,1,2.0
0,0.0246880739999999,45,0,0.199100928,6895.0,12,0,1,0,0.0
0,0.7962785840000001,44,0,2518.0,,6,5,1,2,4.0
1,0.9999999,30,0,0.015108425,5625.0,2,0,0,0,1.0
0,0.623875225,41,0,0.037185126,2500.0,2,0,0,0,1.0
0,0.176443529,67,0,0.182522829,9417.0,15,0,2,0,0.0
0,0.0,42,0,0.4832057489999999,6400.0,3,0,1,0,4.0
0,0.06769731,75,0,0.082053743,2083.0,11,0,0,0,0.0
0,0.330939503,41,3,0.316851482,5500.0,6,0,1,0,2.0
0,0.070324183,39,0,0.3514263829999999,10445.0,12,0,1,0,4.0
0,0.0127392339999999,70,0,0.008663779,3000.0,6,0,0,0,0.0
0,0.007868766,63,0,1448.0,,6,0,1,0,0.0
0,0.019477727,41,0,0.365306454,6150.0,12,0,2,0,0.0
0,0.447465042,59,0,0.4967292379999999,7031.0,10,0,2,0,2.0
0,0.987501953,52,0,3844.0,,12,0,2,0,0.0
1,0.983078225,42,0,0.884470118,4500.0,17,0,2,0,2.0
0,0.0,57,0,0.0,,12,0,0,0,0.0
1,0.972150876,59,0,1.4737979469999998,1850.0,12,0,2,0,0.0
0,0.7144569390000001,49,2,1.60215311,4179.0,15,0,3,0,3.0
0,0.0216145529999999,67,0,2290.0,,8,0,1,0,1.0
0,0.073037127,49,0,0.2499220939999999,6417.0,8,0,2,0,0.0
0,0.575314156,59,0,0.653881071,4405.0,6,0,1,0,0.0
0,0.086460416,27,0,1.055530875,2250.0,7,0,2,0,0.0
0,0.254093195,57,0,0.457734957,5500.0,12,0,2,0,0.0
0,0.0,67,0,0.031403337,2037.0,4,0,0,0,1.0
0,0.433365292,32,1,0.6192671679999999,4120.0,5,0,1,0,1.0
0,0.122020904,59,0,153.0,,9,0,0,0,0.0
0,0.288425263,77,0,0.533965245,2531.0,8,0,1,0,0.0
0,0.195256512,48,0,0.484398217,5383.0,20,0,3,0,0.0
0,0.8465748809999999,45,0,0.158640227,6000.0,5,0,0,0,2.0
0,0.123564228,45,0,0.202103511,13215.0,5,0,1,0,2.0
0,0.007161678,82,0,3.0,,7,0,0,0,0.0
0,0.011753293,63,0,0.1049723759999999,3800.0,3,0,1,0,0.0
0,0.0,59,0,1486.0,,4,0,1,0,2.0
0,0.170685802,50,0,69.0,,5,0,0,0,3.0
0,0.078534132,49,0,0.3806915979999999,6390.0,7,0,1,0,0.0
0,0.160060865,41,1,0.370769853,7416.0,8,1,1,0,1.0
0,0.16351208,50,0,0.5070616170000001,8000.0,14,0,4,0,3.0
0,0.032008214,73,0,0.226599205,8300.0,11,0,2,0,0.0
0,0.994133464,53,1,0.53749837,7666.0,10,0,1,0,0.0
0,0.322649069,38,0,0.267259537,4272.0,5,0,2,0,0.0
0,0.0029832609999999,80,0,0.00012837,7789.0,2,0,0,0,0.0
1,0.6170258270000001,26,0,0.160912815,3417.0,5,0,0,0,0.0
1,0.409985282,69,1,0.279980823,14600.0,15,0,2,0,0.0
0,0.002427884,77,0,0.238471257,3165.0,13,0,1,0,0.0
0,0.1739489339999999,68,0,3015.0,,7,0,2,0,0.0
0,0.04719764,74,0,0.37567161,9305.0,8,0,5,0,8.0
0,0.202774562,59,0,6994.0,,23,0,3,0,2.0
0,0.087406258,32,0,0.288977727,1750.0,8,0,0,0,2.0
0,0.0,39,0,0.055915527,4166.0,5,0,0,0,0.0
0,0.04569372,49,0,0.300174956,4000.0,14,0,1,0,1.0
0,0.022780051,53,0,0.323067693,10000.0,14,0,2,0,1.0
0,0.036934189,56,0,0.2879349519999999,8362.0,8,0,1,0,2.0
0,0.0,62,0,1463.0,,5,0,1,0,0.0
0,0.832104651,47,0,0.754365541,11166.0,18,0,3,0,2.0
0,0.644710579,27,0,0.087017653,6400.0,7,0,0,0,0.0
0,0.472495626,42,0,0.381654964,11250.0,11,0,3,0,3.0
0,0.0,43,0,3278.0,0.0,7,0,3,0,0.0
0,0.017509173,59,0,0.365119461,9500.0,8,0,2,0,0.0
0,0.09514671,30,0,0.262804799,7750.0,9,0,1,0,0.0
0,0.111327624,32,0,0.37043826,6000.0,11,0,1,0,1.0
0,0.279441118,57,0,0.0013328889999999,3000.0,1,0,0,0,1.0
0,0.170165967,42,0,0.005084401,4916.0,2,0,0,0,0.0
0,0.525349959,44,0,0.265853034,11716.0,8,0,2,0,1.0
0,0.00712519,67,1,0.1861162689999999,7000.0,25,0,1,0,0.0
0,0.8710733559999999,35,0,0.390764509,7167.0,12,0,1,0,0.0
0,0.099145861,72,0,2430.0,,23,0,2,0,1.0
0,0.074231442,25,0,0.155248456,3400.0,4,0,0,0,0.0
0,0.161644287,52,0,0.1344331919999999,6121.0,8,0,0,0,0.0
0,0.0,46,0,0.0143884889999999,833.0,5,0,0,0,0.0
0,0.685700235,44,0,0.372925415,5000.0,10,0,2,0,0.0
0,0.011834818,47,0,0.684559617,6482.0,8,0,1,0,2.0
0,0.018456616,53,0,0.248861238,9000.0,7,0,2,0,2.0
0,0.0,37,0,0.372540812,7166.0,6,0,1,0,0.0
0,0.001786497,87,0,0.010723861,1864.0,10,0,0,0,1.0
0,0.0,65,0,7.0,,2,0,0,0,
0,0.032924722,65,0,1.034372502,1250.0,21,0,1,0,0.0
0,0.200990693,33,0,0.7329482340000001,4500.0,7,0,1,0,0.0
0,0.009985653,72,0,0.277165033,9791.0,8,0,2,0,0.0
0,0.443944541,65,1,0.6625451920000001,13829.0,19,0,3,0,1.0
0,0.113400284,31,0,0.254913728,6664.0,9,0,2,0,0.0
0,0.0,83,0,4.0,,5,0,0,0,0.0
0,0.081353789,59,0,0.028554343,60200.0,13,0,1,0,1.0
0,0.1737134169999999,80,0,0.3911014829999999,6000.0,7,0,2,0,0.0
0,0.013095711,55,0,0.363039132,3500.0,10,0,2,0,0.0
0,0.01519924,59,0,0.280407101,21910.0,5,0,4,0,1.0
0,0.1139554419999999,33,0,0.2825886689999999,8683.0,7,0,2,0,1.0
0,0.04296902,60,0,0.016795866,5417.0,9,0,0,0,0.0
0,0.022440925,63,0,0.0125067239999999,7435.0,19,0,0,0,0.0
0,0.878880524,61,1,0.950642674,3889.0,19,0,1,0,1.0
0,0.979195663,61,0,0.320731136,6400.0,7,0,1,0,0.0
0,0.0294061189999999,62,1,0.2467396969999999,3833.0,10,0,0,0,0.0
0,0.0,72,0,133.0,,8,0,1,0,0.0
0,0.171691856,44,1,0.252374763,10000.0,7,0,2,0,2.0
0,0.030053276,58,0,937.0,,5,0,1,0,0.0
0,0.4809882689999999,59,0,0.164019337,11583.0,18,0,1,0,1.0
0,0.2382356639999999,70,0,1252.0,,11,0,1,0,0.0
0,0.006489024,67,0,0.099890231,12753.0,5,0,1,0,1.0
0,0.010653436,39,0,0.00252605,3166.0,2,0,0,0,0.0
0,0.241621668,40,0,3228.0,,11,0,2,0,0.0
0,0.9999999,44,0,0.117095508,4585.0,1,0,0,0,5.0
0,0.8920034840000001,60,0,3955.0,,12,0,2,0,0.0
0,0.635388319,44,1,0.429330591,11666.0,19,0,2,0,4.0
0,0.018475688,49,0,0.162335066,2500.0,6,0,0,0,1.0
1,0.82644118,38,0,0.6536804,5800.0,9,0,1,0,2.0
0,0.299786422,76,0,0.138246215,3500.0,11,0,0,0,0.0
0,0.654211301,37,0,0.26991654,10543.0,10,0,3,0,0.0
0,0.877124547,56,1,0.389627295,14595.0,11,0,2,0,2.0
1,0.0,67,0,0.345825195,16383.0,20,0,3,0,1.0
0,0.46273576,64,0,0.575630741,8600.0,32,0,3,0,0.0
0,0.9999999,44,0,0.514308746,2480.0,7,0,1,0,5.0
0,0.268399353,38,0,0.507758759,6250.0,12,0,1,0,2.0
0,0.002304248,73,0,4.0,,5,0,0,0,
0,0.0,61,0,0.2489722969999999,5594.0,7,0,2,0,0.0
0,0.1033185319999999,84,0,0.278180455,4000.0,12,0,0,0,0.0
0,0.171134801,52,0,2574.0,,12,0,1,0,0.0
0,0.625696469,50,3,0.55618104,4440.0,12,0,2,0,2.0
0,0.00126708,40,0,0.7303170640000001,2806.0,15,0,2,0,3.0
0,0.028907777,41,0,0.7685208920000001,3900.0,6,0,2,0,1.0
0,0.029542412,82,0,0.018150601,4076.0,8,0,0,0,0.0
0,0.10835629,63,0,0.0051658059999999,6000.0,3,0,0,0,0.0
0,0.004171309,66,0,0.304592315,3200.0,8,0,1,0,0.0
0,0.016865792,63,1,496.0,,10,0,1,0,0.0
0,0.0,59,0,0.160813579,6833.0,9,0,1,0,0.0
0,0.324715615,58,2,0.1048095159999999,5800.0,10,0,1,1,2.0
0,0.080481775,38,0,0.273972603,10000.0,12,0,1,0,1.0
1,0.0,41,1,0.526684164,8000.0,4,1,2,1,1.0
0,0.017028691,72,0,0.068935962,8166.0,22,0,0,0,0.0
0,0.008288705,64,0,0.002893975,3800.0,2,0,0,0,0.0
0,1.089825848,60,1,0.63353639,3118.0,7,0,1,0,0.0
0,0.199666147,49,1,0.6845681309999999,10743.0,15,0,4,0,2.0
0,0.487837796,41,0,0.249076288,4600.0,5,0,1,0,2.0
0,0.003811909,50,0,0.362583537,24090.0,27,0,5,0,1.0
0,0.033191773,57,0,0.283543291,5000.0,17,0,1,0,0.0
0,0.9999999,34,0,0.196640721,2440.0,2,0,0,0,5.0
0,0.3508040999999999,43,0,125.0,,4,0,0,0,0.0
0,0.9999999,52,0,0.001938402,4642.0,2,0,0,0,0.0
0,0.68346203,48,0,0.129354508,3903.0,4,0,0,0,0.0
0,0.0,53,0,1635.0,,6,0,1,0,2.0
0,0.055606878,65,0,2965.0,,5,0,1,0,1.0
0,0.380440179,58,0,0.3215423839999999,6275.0,9,0,1,0,0.0
0,0.0,43,0,2022.0,,3,0,1,0,1.0
0,0.0,66,0,0.3635731479999999,18694.0,16,0,5,0,0.0
0,0.02329767,30,0,0.162629758,2600.0,6,0,0,0,0.0
0,0.971002416,46,0,0.498110831,1587.0,3,2,0,1,0.0
0,0.0,48,1,0.143671858,4558.0,8,0,0,0,0.0
0,0.286564178,53,0,1.333712265,7916.0,17,0,7,0,0.0
0,0.18805926,55,1,0.542411134,5316.0,19,0,1,0,2.0
0,0.2095467919999999,39,0,0.100164204,2435.0,12,0,0,0,0.0
0,0.4771408629999999,71,0,0.349572725,11350.0,11,0,3,0,0.0
0,0.523570467,40,0,0.152938343,8303.0,7,0,1,0,2.0
0,0.122830785,46,0,2162.0,,4,0,1,0,0.0
0,0.2670805,51,0,0.8419452890000001,6250.0,25,0,3,0,3.0
0,0.460114066,29,0,558.0,,4,0,0,0,0.0
0,0.3639936139999999,45,0,0.248252006,13586.0,6,0,2,0,3.0
0,0.857122203,64,0,0.469695416,9750.0,8,0,2,0,0.0
0,0.027789211,52,0,0.226816225,7666.0,7,0,2,0,2.0
0,0.002523689,89,0,1.0,,6,0,0,0,0.0
0,0.822094232,76,0,325.0,,6,0,0,0,0.0
0,0.353103186,45,0,0.878525593,6700.0,22,0,2,0,3.0
0,0.444218359,44,1,0.478291378,11400.0,6,0,2,0,0.0
0,0.6731895440000001,35,0,0.424098921,3800.0,5,0,1,0,0.0
0,0.180296867,62,0,1609.0,,11,0,1,0,0.0
0,0.038953135,62,0,3024.0,,7,0,2,0,0.0
0,0.55613391,36,0,0.151914167,4100.0,4,0,0,0,0.0
0,0.057155929,60,0,0.224294881,6700.0,10,0,1,0,0.0
0,0.212957409,61,0,0.49910018,5000.0,4,0,2,0,0.0
0,0.037448128,73,0,2498.0,,4,0,2,0,0.0
1,0.702381432,54,0,0.866732547,14166.0,21,0,6,0,3.0
0,0.0,44,0,2648.0,,12,0,2,0,3.0
0,0.1962227289999999,67,0,0.158012596,7144.0,9,0,1,0,0.0
0,0.620903668,42,0,1146.0,,14,0,0,0,3.0
0,0.001499893,64,0,322.0,,12,0,0,0,0.0
0,0.040857428,51,0,0.385322935,5000.0,9,0,1,0,0.0
0,0.9999999,65,0,0.282883462,9335.0,10,0,2,1,2.0
0,0.96673631,64,0,0.419895026,4000.0,8,0,2,0,0.0
0,0.685583993,41,0,0.450440529,10895.0,13,0,5,0,1.0
0,0.019999721,48,0,0.090381924,5000.0,11,0,1,0,0.0
0,0.275748654,62,0,1348.0,,7,0,1,0,0.0
0,0.0,60,0,0.254106556,7000.0,9,0,2,0,0.0
0,0.9999999,51,0,1.123247319,8486.0,11,0,9,0,1.0
0,0.0043963579999999,80,0,0.23319682,4150.0,10,0,2,0,1.0
0,0.216826619,56,1,0.854103343,3618.0,16,0,3,0,2.0
0,0.205031355,39,0,0.6028403529999999,4083.0,10,0,2,0,2.0
0,0.9999999,36,0,0.082448854,6500.0,6,0,0,0,1.0
0,0.555938038,53,0,0.451816271,3330.0,10,0,0,0,0.0
0,0.002288418,66,0,0.000499917,6000.0,3,0,0,0,0.0
0,0.088300431,35,0,3041.0,,8,0,1,0,0.0
0,0.143187518,46,0,0.048500555,2700.0,3,0,0,0,0.0
1,1.083405734,55,3,0.490218316,3526.0,10,0,1,1,1.0
0,0.688665867,34,0,1.0341524359999998,2400.0,12,0,1,0,3.0
0,0.600289222,26,0,0.411100659,2125.0,3,0,0,0,0.0
0,0.2202221369999999,26,1,0.8439450690000001,800.0,6,0,0,0,0.0
0,0.030141422,52,0,0.090074333,2286.0,6,0,0,0,0.0
0,0.239963423,58,0,0.195229306,7042.0,8,1,1,0,4.0
0,0.443379207,42,0,1.412587413,1000.0,8,0,0,0,0.0
0,0.198454901,51,0,0.2461606939999999,4492.0,7,0,1,0,2.0
0,0.4395120979999999,66,0,0.027951606,2396.0,2,0,0,0,0.0
0,0.270429421,62,0,0.477690571,9300.0,14,0,3,0,1.0
0,0.0,87,0,0.01910828,6436.0,8,0,0,0,0.0
0,0.023945636,63,0,0.032692543,8166.0,13,0,1,0,0.0
0,0.5701228220000001,30,0,0.737718568,1200.0,5,0,0,0,0.0
0,0.9999999,47,0,2174.0,,1,0,1,0,
0,0.0,57,0,0.324611033,4241.0,7,0,1,0,1.0
